Tweet,Target,Stance,Opinion Towards,Sentiment
monica lewinsky favorite football player clinton dix #semst,Hillary Clinton,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
scotus deal blow hillary clintons last campaign promise run corruption lie deceit #semst,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
america favor feel must vote woman candidate vote least integrity unlike #carly2016 #semst,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
get another bumper sticker enough #lovewins #semst,Hillary Clinton,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
thank rt #wakeupamerica #dumpboehner #ditchmitch #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
make careless mistake deliberately break many law still lie #semst,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
excited hear sen klobuchar speak today #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
vote democrat primary year support #semst,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
liberty depend free president obama #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
grasp reality need character address someone naive man #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
know win eff beginning #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
call everyone know raise boyfriend sen klobuchar #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
great attend funeral today #clementapinckney #semst,Hillary Clinton,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
movie show guess leave social medium wait #wonderwoman #themuppets #starwarsvii #marriageequaility #obama #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other
remember million gwbush email go miss delete iraq war nobody hear yawn #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
day get hillary gear #lovewins #yaaas #pride #semst,Hillary Clinton,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
though people say go vote ridiculous #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
huge cheer universal child care early childhood education #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
hillary stop pretend support lgbt people oppose lie connive human #semst,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
get state bum #uniteblue #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
whatever gop go marriage equality aca go fun watch #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
way tired dumbass #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
crook like like yes #hillarycampaignslogan #wakeupamerica #stophillary2016 #specialreport #semst,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
pretty sure go lose lot hypocritical vote pretend care #christian #lgbt #semst,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
move forward next focus make high education attainable eliminate gender pay gap #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
let shatter glass ceiling #vadems #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
thank sir honor hear usa life spread #rememberbenghazi2016 #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
let make secretary clinton president clinton #semst,Hillary Clinton,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
think take scary say #badchristianvalues #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
still voting right #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
thank follow #thehrcsupervols #semst,Hillary Clinton,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos
sen kaine great victory #scotusmarriage #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
really tough time see leader run potu quess wait see happen #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
hillary fly private jet speak speak income equality dinner plate #equalityforall #pjnet #ccot #semst,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
idiot vote hillary obama epitome wrong country #benghazi #semst,Hillary Clinton,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
despite today rule struggle end lgbt discrimination also far finish #virginiajj #semst,Hillary Clinton,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
thank much follow jeane god good #wakeupamerica #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
mom tell aunt want volunteer campaign support #semst,Hillary Clinton,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
let bring prosperity line worker kindergarten teacher #inspiredbyhillary #semst,Hillary Clinton,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
fix stupid may able vote either #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
get kill thank tweet mad crap take back #semst,Hillary Clinton,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
